cdsid,role,firstName,lastName,email,imageUrl
lscott,Anchor,Louise,Scott,lscott@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631223.png
lsmith,Anchor,Lawrence,Smith,lsmith@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631157.png
lsmith1,Software Engineer,Layla,Smith,lsmith1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/201565.png
lsmith2,Software Engineer,Leonard,Smith,lsmith2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/203082.png
lsmith3,Product Manager,Liam,Smith,lsmith3@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1626179.png
lsmith4,Software Engineer,Lillian,Smith,lsmith4@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/201937.png
lsmith5,Data Engineer,Lily,Smith,lsmith5@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641712.png
lsmith6,Software Engineer,Lucy,Smith,lsmith6@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1626156.png
ltaylor,Go To Market Lead,Liam,Taylor,ltaylor@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630346.png
ltaylor1,Enablement Manager,Lily,Taylor,ltaylor1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1627734.png
ltaylor2,Data Engineer,Lloyd,Taylor,ltaylor2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629677.png
ltaylor3,Enablement Manager,Luke,Taylor,ltaylor3@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631257.png
lturner,Software Engineer,Laura,Turner,lturner@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641766.png
lwhite,Software Engineer,Lucy,White,lwhite@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/203967.png
lwilson,Product Manager,Layla,Wilson,lwilson@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631204.png
lwilson1,Software Engineer,Leah,Wilson,lwilson1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629678.png
lwilson2,Software Engineer,Lily,Wilson,lwilson2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/203471.png
magarwal,Software Engineer,Manoj,Agarwal,magarwal@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630206.png
magrawa1,Data Engineer,Meenakshi,Agrawal,magrawa1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631220.png
magrawal,Software Engineer,Manju,Agrawal,magrawal@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630578.png
manders1,Software Engineer,Matthew,Anderson,manders1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641729.png
manders2,Software Engineer,Mia,Anderson,manders2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629012.png
manders3,Software Engineer,Michael,Anderson,manders3@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629013.png
manderso,Software Engineer,Madison,Anderson,manderso@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630549.png
mbrooks,Software Engineer,Martin,Brooks,mbrooks@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631101.png
mbrown,Software Engineer,Madison,Brown,mbrown@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641767.png
mbrown1,Data Engineer,Marcus,Brown,mbrown1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1627783.png
mbrown2,Data Scientist,Mia,Brown,mbrown2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1627732.png
mbrown3,Software Engineer,Michael,Brown,mbrown3@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1628424.png
mdavis,Data Engineer,Margaret,Davis,mdavis@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629014.png
mdavis1,Data Engineer,Matthew,Davis,mdavis1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630579.png
mdavis2,Data Engineer,Mia,Davis,mdavis2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631376.png
mdavis3,Software Engineer,Michael,Davis,mdavis3@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641771.png
mdesai,Software Engineer,Madhu,Desai,mdesai@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630606.png
mgreen,Data Engineer,Maria,Green,mgreen@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/203935.png
mgreen1,Software Engineer,Matthew,Green,mgreen1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630696.png
mharris,Product Manager,Madeline,Harris,mharris@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/202397.png
mharris1,Software Engineer,Madison,Harris,mharris1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630188.png
mharris2,Go To Market Lead,Matthew,Harris,mharris2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631173.png
mharris3,Software Engineer,Mia,Harris,mharris3@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1628372.png
mharris4,Software Engineer,Michael,Harris,mharris4@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631095.png
mhughes,Software Engineer,Mark,Hughes,mhughes@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641733.png
miyer,Product Manager,Manish,Iyer,miyer@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631110.png
mjohnso1,Software Engineer,Margaret,Johnson,mjohnso1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630531.png
mjohnso2,Software Engineer,Matthew,Johnson,mjohnso2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630191.png
mjohnso3,Software Engineer,Mia,Johnson,mjohnso3@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631124.png
mjohnso4,Data Scientist,Michael,Johnson,mjohnso4@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629622.png
mjohnson,Enablement Manager,Madelyn,Johnson,mjohnson@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630591.png
mjones,Software Engineer,Mia,Jones,mjones@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631306.png
mkapoor,Product Manager,Meera,Kapoor,mkapoor@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630256.png
mmartin1,Anchor,Miguel,Martinez,mmartin1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1628369.png
mmartine,Software Engineer,Maria,Martinez,mmartine@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630678.png
mmehta,Software Engineer,Mukesh,Mehta,mmehta@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/202066.png
mmiller,Software Engineer,Mason,Miller,mmiller@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631207.png
mmiller1,Software Engineer,Matthew,Miller,mmiller1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1628464.png
mmiller2,Product Manager,Michael,Miller,mmiller2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630560.png
mnair,Software Engineer,Mahesh,Nair,mnair@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641708.png
mpatel,Product Designer,Megha,Patel,mpatel@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641709.png
mrao,Go To Market Lead,Maya,Rao,mrao@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/202691.png
msharma,Product Manager,Maya,Sharma,msharma@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/202684.png
msharma1,Anchor,Mira,Sharma,msharma1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630550.png
msmith,Software Engineer,Matthew,Smith,msmith@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629680.png
msmith1,Go To Market Lead,Maurice,Smith,msmith1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630214.png
msmith2,Software Engineer,Meredith,Smith,msmith2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630225.png
msmith3,Product Manager,Mia,Smith,msmith3@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631210.png
msmith4,Software Engineer,Michael,Smith,msmith4@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630167.png
msmith5,Software Engineer,Mitchell,Smith,msmith5@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1626157.png
mtaylor,Software Engineer,Madison,Taylor,mtaylor@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629018.png
mtaylor1,Data Engineer,Mark,Taylor,mtaylor1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631131.png
mtaylor2,Software Engineer,Mary,Taylor,mtaylor2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641773.png
mtaylor3,Enablement Manager,Matthew,Taylor,mtaylor3@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/200782.png
mtaylor4,Data Engineer,Michael,Taylor,mtaylor4@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1626167.png
mthakur,Anchor,Manoj,Thakur,mthakur@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641816.png
mwilliam,Data Engineer,Mia,Williams,mwilliam@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630649.png
mwilson,Product Manager,Maya,Wilson,mwilson@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/202685.png
mwilson1,Go To Market Lead,Mia,Wilson,mwilson1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1627832.png
mwilson2,Anchor,Michael,Wilson,mwilson2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629020.png
nanderso,Software Engineer,Noah,Anderson,nanderso@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630170.png
nbrown,Anchor,Noah,Brown,nbrown@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1628426.png
nbutler,Software Engineer,Nicholas,Butler,nbutler@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629216.png
ndavis,Software Engineer,Natalie,Davis,ndavis@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/202696.png
ndavis1,Go To Market Lead,Noah,Davis,ndavis1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641774.png
ndavis2,Product Manager,Nora,Davis,ndavis2@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629731.png
ndesai,Product Manager,Nitin,Desai,ndesai@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630532.png
ngupta,Software Engineer,Neha,Gupta,ngupta@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629021.png
njohnson,Data Engineer,Natalie,Johnson,njohnson@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631133.png
njones,Software Engineer,Noah,Jones,njones@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641716.png
njoshi,Product Manager,Neeta,Joshi,njoshi@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641948.png
nkhan,Go To Market Lead,Nikhil,Khan,nkhan@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629022.png
nkumar,Product Manager,Naveen,Kumar,nkumar@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641717.png
nmartin1,Software Engineer,Noah,Martinez,nmartin1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641775.png
nmartine,Software Engineer,Natalie,Martinez,nmartine@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/203933.png
nmiller,Product Designer,Nicholas,Miller,nmiller@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629023.png
npatel,Software Engineer,Nidhi,Patel,npatel@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630613.png
nreddy,Product Manager,Naveen,Reddy,nreddy@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631102.png
nsaxena,Software Engineer,Naina,Saxena,nsaxena@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629139.png
nshah,Software Engineer,Nishant,Shah,nshah@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630570.png
nsharma,Software Engineer,Nisha,Sharma,nsharma@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631212.png
nsingh,Anchor,Neelam,Singh,nsingh@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641705.png
nsmith,Product Manager,Noah,Smith,nsmith@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631104.png
ntaylor,Anchor,Naploeon,Taylor,ntaylor@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/201566.png
ntaylor1,Software Engineer,Noah,Taylor,ntaylor1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629632.png
nturner,Product Manager,Neil,Turner,nturner@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1628401.png
nverma,Product Manager,Neha,Verma,nverma@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631298.png
nwilliam,Software Engineer,Noah,Williams,nwilliam@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641727.png
nwilson,Software Engineer,Noah,Wilson,nwilson@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1641715.png
nyoung,Data Scientist,Natalie,Young,nyoung@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630580.png
ogray,Product Manager,Olivia,Gray,ogray@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630598.png
ojones,Data Engineer,Olivia,Jones,ojones@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/203952.png
omartine,Software Engineer,Oliver,Martinez,omartine@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629623.png
omiller,Product Manager,Olivia,Miller,omiller@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631214.png
otaylor,Product Manager,Olivia,Taylor,otaylor@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629684.png
owilliam,Software Engineer,Olivia,Williams,owilliam@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631114.png
panderso,Software Engineer,Penelope,Anderson,panderso@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631119.png
pbrown,Software Engineer,Penelope,Brown,pbrown@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631466.png
pbrown1,Product Manager,Phillip,Brown,pbrown1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629026.png
pcarter,Data Scientist,Paul,Carter,pcarter@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631109.png
pcox,Product Manager,Patrick,Cox,pcox@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630172.png
pdas,Product Designer,Pranav,Das,pdas@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630533.png
pdavis,Product Designer,Penelope,Davis,pdavis@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629057.png
pdesai,Product Manager,Pooja,Desai,pdesai@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631246.png
pdesai1,Data Engineer,Purnima,Desai,pdesai1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629627.png
pdubey,Product Manager,Prashant,Dubey,pdubey@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630592.png
pharris,Software Engineer,Penelope,Harris,pharris@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629685.png
phill,Anchor,Peter,Hill,phill@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1626159.png
piyer,Software Engineer,Prerna,Iyer,piyer@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630164.png
pjones,Software Engineer,Paisley,Jones,pjones@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1631209.png
plong,Anchor,Philip,Long,plong@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1626174.png
pmalhot1,Product Designer,Priyanka,Malhotra,pmalhot1@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1626153.png
pmalhotr,Software Engineer,Pankaj,Malhotra,pmalhotr@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630593.png
pmartine,Product Manager,Penelope,Martinez,pmartine@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1628221.png
pmenon,Product Manager,Pavan,Menon,pmenon@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/201152.png
pnair,Software Engineer,Pallavi,Nair,pnair@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1629027.png
ppatel,Software Engineer,Priya,Patel,ppatel@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1630209.png
psen,Software Engineer,Partho,Sen,psen@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/203469.png
pshah,Software Engineer,Poonam,Shah,pshah@ford.com,https://cdn.nba.com/headshots/nba/latest/260x190/1627826.png
pshah1,Software Engineer,Prakash,Shah,pshah1@ford.com,
psingh,Software Engineer,Pradeep,Singh,psingh@ford.com,
psingh1,Software Engineer,Preeti,Singh,psingh1@ford.com,
psmith,Data Engineer,Penelope,Smith,psmith@ford.com,
psmith1,Product Designer,Peyton,Smith,psmith1@ford.com,
psmith2,Product Designer,Philip,Smith,psmith2@ford.com,
psmith3,Anchor,Phoenix,Smith,psmith3@ford.com,
pwilson,Product Designer,Penelope,Wilson,pwilson@ford.com,
qmartine,Product Designer,Quinn,Martinez,qmartine@ford.com,
qwilson,Product Designer,Qunicy,Wilson,qwilson@ford.com,
ragrawa1,Software Engineer,Ramesh,Agrawal,ragrawa1@ford.com,
ragrawal,Software Engineer,Rajiv,Agrawal,ragrawal@ford.com,
randerso,Software Engineer,Ruby,Anderson,randerso@ford.com,
rchoudhu,Software Engineer,Rajat,Choudhury,rchoudhu@ford.com,
rdavis,Software Engineer,Ruby,Davis,rdavis@ford.com,
rdesai,Software Engineer,Roshni,Desai,rdesai@ford.com,
revans,Software Engineer,Rachel,Evans,revans@ford.com,
rfoster,Software Engineer,Rebecca,Foster,rfoster@ford.com,
rfoster1,Software Engineer,Russell,Foster,rfoster1@ford.com,
rharris,Software Engineer,Roy,Harris,rharris@ford.com,
rharris1,Software Engineer,Ruby,Harris,rharris1@ford.com,
rharris2,Data Scientist,Ryan,Harris,rharris2@ford.com,
riyer,Software Engineer,Rachana,Iyer,riyer@ford.com,
riyer1,Anchor,Renuka,Iyer,riyer1@ford.com,
rjohnso1,Data Scientist,Ryan,Johnson,rjohnso1@ford.com,
rjohnson,Product Manager,Ronald,Johnson,rjohnson@ford.com,
rjones,Software Engineer,Riley,Jones,rjones@ford.com,
rjones1,Product Designer,Robert,Jones,rjones1@ford.com,
rjones2,Data Engineer,Ruby,Jones,rjones2@ford.com,
rkapoor,Software Engineer,Rohit,Kapoor,rkapoor@ford.com,
rkhanna,Software Engineer,Rajan,Khanna,rkhanna@ford.com,
rmalhotr,Software Engineer,Ritu,Malhotra,rmalhotr@ford.com,
rmartin,Data Engineer,Richard,Martin,rmartin@ford.com,
rmartine,Software Engineer,Rogelio,Martinez,rmartine@ford.com,
rmehra,Product Manager,Rakesh,Mehra,rmehra@ford.com,
rmehta,Software Engineer,Radha,Mehta,rmehta@ford.com,
rmehta1,Anchor,Rina,Mehta,rmehta1@ford.com,
rmehta2,Product Designer,Rishi,Mehta,rmehta2@ford.com,
rpatel,Product Manager,Roopa,Patel,rpatel@ford.com,
rprice,Data Engineer,Rachel,Price,rprice@ford.com,
rreddy,Software Engineer,Rajesh,Reddy,rreddy@ford.com,
rreddy1,Software Engineer,Rani,Reddy,rreddy1@ford.com,
rreed,Software Engineer,Rachel,Reed,rreed@ford.com,
rsingh,Software Engineer,Rekha,Singh,rsingh@ford.com,
rsingh1,Anchor,Rohit,Singh,rsingh1@ford.com,
rsinghan,Software Engineer,Rohan,Singhania,rsinghan@ford.com,
rsmith,Data Engineer,Rebecca,Smith,rsmith@ford.com,
rsmith1,Data Scientist,Ridley,Smith,rsmith1@ford.com,
rsmith2,Product Manager,Roberta,Smith,rsmith2@ford.com,
rsmith3,Software Engineer,Ronald,Smith,rsmith3@ford.com,
rsmith4,Anchor,Ronaldo,Smith,rsmith4@ford.com,
rsmith5,Product Manager,Ruby,Smith,rsmith5@ford.com,
rsoman,Data Engineer,Raghav,Soman,rsoman@ford.com,
rsriniva,Product Manager,Rajendra,Srinivasan,rsriniva@ford.com,
rtaylor,Software Engineer,Ruby,Taylor,rtaylor@ford.com,
rtrivedi,Anchor,Rahul,Trivedi,rtrivedi@ford.com,
rturner,Software Engineer,Rebecca,Turner,rturner@ford.com,
rwalker,Software Engineer,Ryan,Walker,rwalker@ford.com,
rwilson,Software Engineer,Reagan,Wilson,rwilson@ford.com,
rwilson1,Software Engineer,Ruby,Wilson,rwilson1@ford.com,
sallen,Software Engineer,Steven,Allen,sallen@ford.com,
sanders1,Software Engineer,Sharon,Anderson,sanders1@ford.com,
sanders2,Software Engineer,Sofia,Anderson,sanders2@ford.com,
sanders3,Product Manager,Sophia,Anderson,sanders3@ford.com,
sanders4,Software Engineer,Sophie,Anderson,sanders4@ford.com,
sanderso,Software Engineer,Scarlett,Anderson,sanderso@ford.com,
sbell,Software Engineer,Sean,Bell,sbell@ford.com,
sbennett,Anchor,Sarah,Bennett,sbennett@ford.com,
sbrown,Software Engineer,Sarah,Brown,sbrown@ford.com,
sbrown1,Software Engineer,Scarlett,Brown,sbrown1@ford.com,
sbrown2,Data Engineer,Sophia,Brown,sbrown2@ford.com,
schoudha,Software Engineer,Suresh,Choudhary,schoudha@ford.com,
sdasgupt,Anchor,Sumit,Dasgupta,sdasgupt@ford.com,
sdavis,Data Engineer,Samuel,Davis,sdavis@ford.com,
sdavis1,Data Engineer,Skylar,Davis,sdavis1@ford.com,
sdavis2,Product Manager,Sofia,Davis,sdavis2@ford.com,
sdavis3,Software Engineer,Stella,Davis,sdavis3@ford.com,
sdesai,Data Engineer,Sheetal,Desai,sdesai@ford.com,
sdeshmuk,Data Engineer,Shailesh,Deshmukh,sdeshmuk@ford.com,
sgupta,Product Manager,Sunil,Gupta,sgupta@ford.com,
shall,Software Engineer,Stephen,Hall,shall@ford.com,
sharris,Software Engineer,Sadie,Harris,sharris@ford.com,
sharris1,Software Engineer,Samuel,Harris,sharris1@ford.com,
sharris2,Software Engineer,Scarlett,Harris,sharris2@ford.com,
sharris3,Software Engineer,Sienna,Harris,sharris3@ford.com,
sharris4,Enablement Manager,Sophia,Harris,sharris4@ford.com,
sjain,Software Engineer,Satish,Jain,sjain@ford.com,
sjohnso1,Anchor,Samuel,Johnson,sjohnso1@ford.com,
sjohnso2,Anchor,Sarah,Johnson,sjohnso2@ford.com,
sjohnso3,Anchor,Scarlett,Johnson,sjohnso3@ford.com,
sjohnso4,Product Manager,Sean,Johnson,sjohnso4@ford.com,
sjohnso5,Software Engineer,Skylar,Johnson,sjohnso5@ford.com,
sjohnso6,Product Manager,Stanley,Johnson,sjohnso6@ford.com,
sjohnson,Software Engineer,Samantha,Johnson,sjohnson@ford.com,
sjones,Software Engineer,Stella,Jones,sjones@ford.com,
sjoshi,Software Engineer,Sameer,Joshi,sjoshi@ford.com,
skapoor,Data Engineer,Simran,Kapoor,skapoor@ford.com,
skapoor1,Data Engineer,Swati,Kapoor,skapoor1@ford.com,
skumar,Product Manager,Sangeeta,Kumar,skumar@ford.com,
skumar1,Software Engineer,Sanya,Kumar,skumar1@ford.com,
skumar2,Anchor,Shreya,Kumar,skumar2@ford.com,
smartin1,Product Manager,Savannah,Martinez,smartin1@ford.com,
smartin2,Product Manager,Scarlett,Martinez,smartin2@ford.com,
smartin3,Software Engineer,Sofia,Martinez,smartin3@ford.com,
smartine,Product Manager,Sadie,Martinez,smartine@ford.com,
smehta,Software Engineer,Sameer,Mehta,smehta@ford.com,
smehta1,Software Engineer,Shalini,Mehta,smehta1@ford.com,
smehta2,Product Manager,Shobha,Mehta,smehta2@ford.com,
smenon,Software Engineer,Surya,Menon,smenon@ford.com,
smiller,Software Engineer,Samuel,Miller,smiller@ford.com,
smitchel,Product Manager,Scott,Mitchell,smitchel@ford.com,
snair,Software Engineer,Suhana,Nair,snair@ford.com,
snair1,Data Engineer,Suman,Nair,snair1@ford.com,
spatel,Product Manager,Shikha,Patel,spatel@ford.com,
spatel1,Go To Market Lead,Shobha,Patel,spatel1@ford.com,
sraman,Product Designer,Siddharth,Raman,sraman@ford.com,
srao,Software Engineer,Sanjana,Rao,srao@ford.com,
srao1,Product Designer,Sonali,Rao,srao1@ford.com,
sreed,Software Engineer,Sophie,Reed,sreed@ford.com,
ssaxena,Product Designer,Sakshi,Saxena,ssaxena@ford.com,
sshah,Software Engineer,Siddharth,Shah,sshah@ford.com,
sshah1,Software Engineer,Sneha,Shah,sshah1@ford.com,
ssharma,Software Engineer,Seema,Sharma,ssharma@ford.com,
ssingh,Software Engineer,Supriya,Singh,ssingh@ford.com,
ssmith,Anchor,Samuel,Smith,ssmith@ford.com,
ssmith1,Software Engineer,Scarlett,Smith,ssmith1@ford.com,
ssmith2,Go To Market Lead,Stella,Smith,ssmith2@ford.com,
ssmith3,Anchor,Stephen,Smith,ssmith3@ford.com,
ssuri,Data Scientist,Sanjeev,Suri,ssuri@ford.com,
staylor,Product Manager,Samuel,Taylor,staylor@ford.com,
staylor1,Go To Market Lead,Savannah,Taylor,staylor1@ford.com,
staylor2,Go To Market Lead,Simon,Taylor,staylor2@ford.com,
staylor3,Software Engineer,Sophia,Taylor,staylor3@ford.com,
staylor4,Anchor,Stella,Taylor,staylor4@ford.com,
sthakur1,Data Scientist,Shruti,Thakur,sthakur1@ford.com,
sthakur2,Data Engineer,Sushma,Thakur,sthakur2@ford.com,
sturner,Anchor,Simon,Turner,sturner@ford.com,
sverma,Software Engineer,Sanjay,Verma,sverma@ford.com,
sverma1,Data Scientist,Savita,Verma,sverma1@ford.com,
swillia1,Data Scientist,Serenity,Williams,swillia1@ford.com,
swilliam,Data Scientist,Samantha,Williams,swilliam@ford.com,
swilson,Data Engineer,Samuel,Wilson,swilson@ford.com,
swilson1,Software Engineer,Stella,Wilson,swilson1@ford.com,
swilson2,Software Engineer,Stephen,Wilson,swilson2@ford.com,
swright,Software Engineer,Sophie,Wright,swright@ford.com,
tbrown,Software Engineer,Thomas,Brown,tbrown@ford.com,
tdavis,Go To Market Lead,Tyrone,Davis,tdavis@ford.com,
tjohnso1,Software Engineer,Tracy,Johnson,tjohnso1@ford.com,
tjohnson,Data Scientist,Thomas,Johnson,tjohnson@ford.com,
tmiller,Product Manager,Tochashon,Miller,tmiller@ford.com,
treed,Go To Market Lead,Terry,Reed,treed@ford.com,
tsaxena,Anchor,Tanvi,Saxena,tsaxena@ford.com,
tsharma,Software Engineer,Tanmay,Sharma,tsharma@ford.com,
tsharma1,Software Engineer,Tara,Sharma,tsharma1@ford.com,
tsmith,Software Engineer,Theodore,Smith,tsmith@ford.com,
tsmith1,Software Engineer,Thomas,Smith,tsmith1@ford.com,
tsmith2,Anchor,Tiffany,Smith,tsmith2@ford.com,
ttaylor,Product Manager,Tamara,Taylor,ttaylor@ford.com,
ttaylor1,Software Engineer,Tayshaun,Taylor,ttaylor1@ford.com,
ttaylor2,Software Engineer,Theodore,Taylor,ttaylor2@ford.com,
ttaylor3,Software Engineer,Thomas,Taylor,ttaylor3@ford.com,
twilson,Anchor,Thomas,Wilson,twilson@ford.com,
tyadav,Software Engineer,Tarun,Yadav,tyadav@ford.com,
uchoudha,Software Engineer,Umesh,Choudhary,uchoudha@ford.com,
usriniva,Software Engineer,Uday,Srinivas,usriniva@ford.com,
vbajaj,Anchor,Vishal,Bajaj,vbajaj@ford.com,
vbrown,Software Engineer,Veronica,Brown,vbrown@ford.com,
vbrown1,Data Engineer,Victoria,Brown,vbrown1@ford.com,
vchoudhu,Software Engineer,Vandana,Choudhury,vchoudhu@ford.com,
